CDORGAO;CDRECEITA;EXERCICIO;FONTE;FONTENOME;MESREFERENCIA;NOMEORGAO;NOMERECEITA;NOME_SECRETARIA;SECRETARIA;VRARRECADADO;VRPREVISTO
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;5897860.56;8698388.44
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;1270002.05;1276046.50
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;781834.55;951327.73
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;474738.41;674401.10
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;476066.16;736374.49
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;485798.32;792583.48
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;454200.03;549202.69
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;338301.27;488603.50
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;133204.82;140203.37
02;1112500102;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;136662.07;68025.58
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;13282.36;659.82
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;280.09;615.78
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;353.91;447.06
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;317.33;702.97
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;33258.62;13239.96
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;63858.76;23028.29
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;91035.54;39346.57
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;112990.51;51784.42
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;146635.66;68396.72
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;220261.11;84507.30
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;214847.96;57401.19
02;1112500201;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;198452.84;408686.92
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1568841.24;3043628.19
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1406519.70;2356986.17
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;2007357.13;2237603.67
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1429003.90;1594306.45
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1534647.03;1637435.62
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1402479.18;1685584.46
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1175136.67;1711972.74
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;913105.82;2394731.24
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;2188518.91;1522033.73
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;3064570.82;1598572.44
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1448114.26;2489569.42
02;1112500301;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial e Territorial ;SECRETARIA MUNICIPAL DE FINANÇAS;06;1728561.66;2825548.87
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;555998.50;530363.39
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;543245.78;433006.48
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;785938.29;402614.06
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;599339.48;299949.54
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;668294.81;343759.50
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;614413.37;334916.10
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;550389.25;340953.08
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;416315.00;617305.58
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;545318.99;324377.98
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;380379.16;333329.98
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;409757.03;427391.69
02;1112500401;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;567052.43;4866750.62
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;8660854.69;11267601.78
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;8821449.64;9973812.43
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;16138979.59;11340542.56
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;10419221.51;10429893.36
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;12904483.54;13291856.44
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;14376319.04;12621803.12
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;10947625.91;14213543.52
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;9678082.82;12356386.50
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;11586126.76;14884576.24
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;9986823.20;14322972.92
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;14313535.49;14865108.33
02;1112530101;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imp s/ Trans Inter Vivos Bens Imov e Dir Reais - I;SECRETARIA MUNICIPAL DE FINANÇAS;06;9944689.57;11180335.80
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;13.78;3.81
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;56.96;23.08
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;1.99;1128.11
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;444.00;1.29
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;15.17;26.48
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;139.12;14.22
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;345.50;139.59
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;0.00;3.54
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;90.76;12.09
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;0.00;0.41
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;0.00;62.63
02;1112530201;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;73.64;331.75
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5839.67;12884.77
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;9522.10;1872.14
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;8540.73;4880.28
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;36728.01;2529.81
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;10516.61;3099.57
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;7728.88;902.39
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;9036.71;4139.57
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;10441.13;2445.13
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;249459.14;3466.20
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;41486.60;5544.08
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;309298.26;5185.54
02;1112530301;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre Transmissão - Inter Vivos - de Bens ;SECRETARIA MUNICIPAL DE FINANÇAS;06;97496.60;3720.52
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;2922.27;31.26
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;4112.65;6.90
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;4189.07;6.90
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;37863.72;6.86
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;4296.51;3.95
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;3158.87;1.29
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;4344.37;15.30
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;4065.01;5.18
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;3551.88;6.24
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;8767.43;9.73
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;10569.95;7.16
02;1112530401;2023;1500000;Recursos não Vinculados de Impostos;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Dívida Ativa - Multas e Juros - ITBI;SECRETARIA MUNICIPAL DE FINANÇAS;06;22908.40;38049.23
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;2950558.14;4675399.60
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;3699040.99;3430070.78
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5242519.75;3702772.06
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5491565.35;3851765.76
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;6108621.32;3908788.10
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5668478.46;4207245.73
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5679376.03;4148456.75
02;1113031101;2023;1500000;Recursos não Vinculados de Impostos;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IRRF - Trabalho ;SECRETARIA MUNICIPAL DE FINANÇAS;06;5187425.49;4087733.90
