CDORGAO;CDRECEITA;EXERCICIO;FONTE;FONTENOME;MESREFERENCIA;NOMEORGAO;NOMERECEITA;NOME_SECRETARIA;SECRETARIA;VRARRECADADO;VRPREVISTO
02;1112500101;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Predial;SECRETARIA MUNICIPAL DE FINANÇAS;06;27890.62;74816.34
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;22938.65;3300.81
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;18897.25;2475.61
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;31896.24;2475.61
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;1591281.72;1545874.09
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;1310976.27;1159405.84
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;2212752.67;1159405.84
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;1536667.20;2530380.76
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;1265982.21;1897786.02
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;2136809.32;1897786.02
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;496682.68;419812.78
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;294266.41;314859.66
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;357186.47;314859.66
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;249745.52;288602.62
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;147967.60;216452.02
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;179601.75;216452.02
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;225963.92;207279.04
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;133875.11;155459.32
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;162502.11;155459.32
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;222904.23;218501.37
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;132065.17;163876.07
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;160298.98;163876.07
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;211391.45;130310.42
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;125244.05;97732.84
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;152019.87;97732.84
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;211833.73;151284.50
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;125506.14;113463.40
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;152337.93;113463.40
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;118140.70;123798.23
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;69995.93;92848.69
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;84959.49;92848.69
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;53714.00;30508.47
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;31824.95;22881.36
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;38627.75;22881.36
02;1112500102;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;5184.55;8010.91
02;1112500102;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;3071.62;6008.17
02;1112500102;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Imposto sobre a Propriedade Territorial Urbana;SECRETARIA MUNICIPAL DE FINANÇAS;06;3728.37;6008.17
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;57.79;5218.94
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;47.53;3914.20
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;80.25;3914.20
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;506.86;676.30
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;417.29;507.23
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;2;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;704.41;507.23
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;109.03;9195.55
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;89.72;6896.65
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;3;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;151.47;6896.65
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;210.48;5951.61
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;124.11;4463.70
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;4;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;150.83;4463.70
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;11692.89;15932.25
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;6931.14;11949.17
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;5;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;8407.01;11949.17
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;21582.02;27600.16
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;12781.73;20700.08
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;6;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;15521.30;20700.08
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;31302.31;37069.06
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;18550.00;27801.74
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;7;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;22508.14;27801.74
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;42426.56;40708.79
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;25141.21;30531.53
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;8;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;30508.72;30531.53
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;53797.60;56305.31
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;31878.53;42228.91
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;9;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;38686.77;42228.91
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;67573.46;74552.34
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;40038.98;55914.15
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;10;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;48592.37;55914.15
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;66543.51;54828.98
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;39428.58;41121.66
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;11;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;47852.25;41121.66
02;1112500201;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;9142.34;26910.71
02;1112500201;2022;101;Receitas de Impostos e de Transferências de Impostos Vinculados à Educação;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;5415.96;20182.98
02;1112500201;2022;102;Receitas de Impostos e de Transferências de Impostos Vinculados à Saúde;12;PREFEITURA MUNICIPAL DE UBERLÂNDIA;Multas e Juros - IPTU;SECRETARIA MUNICIPAL DE FINANÇAS;06;6574.06;20182.98
02;1112500301;2022;100;Recursos Não Vinculados de Impostos/ Recursos Ordinários;1;PREFEITURA MUNICIPAL DE UBERLÂNDIA;IPTU - Dívida Ativa;SECRETARIA MUNICIPAL DE FINANÇAS;06;526568.17;791456.96
